Census Division,Census Division Code,Year,Year Code,Month,Month Code,Deaths
Division 5: South Atlantic,CENS-D5,2016,2016,"Jun., 2016",2016/06,1118
Division 5: South Atlantic,CENS-D5,2016,2016,"Jul., 2016",2016/07,1207
Division 5: South Atlantic,CENS-D5,2016,2016,"Aug., 2016",2016/08,1196
Division 5: South Atlantic,CENS-D5,2016,2016,"Sep., 2016",2016/09,1174
Division 5: South Atlantic,CENS-D5,2016,2016,"Oct., 2016",2016/10,1297
Division 5: South Atlantic,CENS-D5,2016,2016,"Nov., 2016",2016/11,1262
Division 5: South Atlantic,CENS-D5,2016,2016,"Dec., 2016",2016/12,1291
Division 5: South Atlantic,CENS-D5,2017,2017,"Jan., 2017",2017/01,1358
Division 5: South Atlantic,CENS-D5,2017,2017,"Feb., 2017",2017/02,1215
Division 5: South Atlantic,CENS-D5,2017,2017,"Mar., 2017",2017/03,1351
Division 5: South Atlantic,CENS-D5,2017,2017,"Apr., 2017",2017/04,1322
Division 5: South Atlantic,CENS-D5,2017,2017,"May, 2017",2017/05,1331
Division 5: South Atlantic,CENS-D5,2017,2017,"Jun., 2017",2017/06,1368
Division 5: South Atlantic,CENS-D5,2017,2017,"Jul., 2017",2017/07,1209
Division 5: South Atlantic,CENS-D5,2017,2017,"Aug., 2017",2017/08,1298
Division 5: South Atlantic,CENS-D5,2017,2017,"Sep., 2017",2017/09,1195
Division 5: South Atlantic,CENS-D5,2017,2017,"Oct., 2017",2017/10,1240
Division 5: South Atlantic,CENS-D5,2017,2017,"Nov., 2017",2017/11,1192
Division 5: South Atlantic,CENS-D5,2017,2017,"Dec., 2017",2017/12,1344
Division 5: South Atlantic,CENS-D5,2018,2018,"Jan., 2018",2018/01,1220
Division 5: South Atlantic,CENS-D5,2018,2018,"Feb., 2018",2018/02,1162
Division 5: South Atlantic,CENS-D5,2018,2018,"Mar., 2018",2018/03,1274
Division 5: South Atlantic,CENS-D5,2018,2018,"Apr., 2018",2018/04,1272
Division 5: South Atlantic,CENS-D5,2018,2018,"May, 2018",2018/05,1307
Division 5: South Atlantic,CENS-D5,2018,2018,"Jun., 2018",2018/06,1258
Division 5: South Atlantic,CENS-D5,2018,2018,"Jul., 2018",2018/07,1214
Division 5: South Atlantic,CENS-D5,2018,2018,"Aug., 2018",2018/08,1239
Division 5: South Atlantic,CENS-D5,2018,2018,"Sep., 2018",2018/09,1235
Division 5: South Atlantic,CENS-D5,2018,2018,"Oct., 2018",2018/10,1205
Division 5: South Atlantic,CENS-D5,2018,2018,"Nov., 2018",2018/11,1184
Division 5: South Atlantic,CENS-D5,2018,2018,"Dec., 2018",2018/12,1199
Division 5: South Atlantic,CENS-D5,2019,2019,"Jan., 2019",2019/01,1268
Division 5: South Atlantic,CENS-D5,2019,2019,"Feb., 2019",2019/02,1159
Division 5: South Atlantic,CENS-D5,2019,2019,"Mar., 2019",2019/03,1295
Division 5: South Atlantic,CENS-D5,2019,2019,"Apr., 2019",2019/04,1287
Division 5: South Atlantic,CENS-D5,2019,2019,"May, 2019",2019/05,1245
Division 5: South Atlantic,CENS-D5,2019,2019,"Jun., 2019",2019/06,1291
Division 5: South Atlantic,CENS-D5,2019,2019,"Jul., 2019",2019/07,1287
Division 5: South Atlantic,CENS-D5,2019,2019,"Aug., 2019",2019/08,1341
Division 5: South Atlantic,CENS-D5,2019,2019,"Sep., 2019",2019/09,1350
Division 5: South Atlantic,CENS-D5,2019,2019,"Oct., 2019",2019/10,1393
Division 5: South Atlantic,CENS-D5,2019,2019,"Nov., 2019",2019/11,1356
Division 5: South Atlantic,CENS-D5,2019,2019,"Dec., 2019",2019/12,1329
Division 6: East South Central,CENS-D6,2014,2014,"Jan., 2014",2014/01,307
Division 6: East South Central,CENS-D6,2014,2014,"Feb., 2014",2014/02,296
Division 6: East South Central,CENS-D6,2014,2014,"Mar., 2014",2014/03,290
Division 6: East South Central,CENS-D6,2014,2014,"Apr., 2014",2014/04,279
Division 6: East South Central,CENS-D6,2014,2014,"May, 2014",2014/05,258
Division 6: East South Central,CENS-D6,2014,2014,"Jun., 2014",2014/06,269
Division 6: East South Central,CENS-D6,2014,2014,"Jul., 2014",2014/07,269
Division 6: East South Central,CENS-D6,2014,2014,"Aug., 2014",2014/08,321
Division 6: East South Central,CENS-D6,2014,2014,"Sep., 2014",2014/09,241
Division 6: East South Central,CENS-D6,2014,2014,"Oct., 2014",2014/10,296
Division 6: East South Central,CENS-D6,2014,2014,"Nov., 2014",2014/11,288
Division 6: East South Central,CENS-D6,2014,2014,"Dec., 2014",2014/12,291
Division 6: East South Central,CENS-D6,2015,2015,"Jan., 2015",2015/01,312
Division 6: East South Central,CENS-D6,2015,2015,"Feb., 2015",2015/02,309
Division 6: East South Central,CENS-D6,2015,2015,"Mar., 2015",2015/03,379
Division 6: East South Central,CENS-D6,2015,2015,"Apr., 2015",2015/04,314
Division 6: East South Central,CENS-D6,2015,2015,"May, 2015",2015/05,328
Division 6: East South Central,CENS-D6,2015,2015,"Jun., 2015",2015/06,307
Division 6: East South Central,CENS-D6,2015,2015,"Jul., 2015",2015/07,326
Division 6: East South Central,CENS-D6,2015,2015,"Aug., 2015",2015/08,322
Division 6: East South Central,CENS-D6,2015,2015,"Sep., 2015",2015/09,289
Division 6: East South Central,CENS-D6,2015,2015,"Oct., 2015",2015/10,297
Division 6: East South Central,CENS-D6,2015,2015,"Nov., 2015",2015/11,299
Division 6: East South Central,CENS-D6,2015,2015,"Dec., 2015",2015/12,335
Division 6: East South Central,CENS-D6,2016,2016,"Jan., 2016",2016/01,354
Division 6: East South Central,CENS-D6,2016,2016,"Feb., 2016",2016/02,303
Division 6: East South Central,CENS-D6,2016,2016,"Mar., 2016",2016/03,352
Division 6: East South Central,CENS-D6,2016,2016,"Apr., 2016",2016/04,339
Division 6: East South Central,CENS-D6,2016,2016,"May, 2016",2016/05,351
Division 6: East South Central,CENS-D6,2016,2016,"Jun., 2016",2016/06,357
Division 6: East South Central,CENS-D6,2016,2016,"Jul., 2016",2016/07,348
Division 6: East South Central,CENS-D6,2016,2016,"Aug., 2016",2016/08,370
Division 6: East South Central,CENS-D6,2016,2016,"Sep., 2016",2016/09,323
Division 6: East South Central,CENS-D6,2016,2016,"Oct., 2016",2016/10,323
Division 6: East South Central,CENS-D6,2016,2016,"Nov., 2016",2016/11,330
Division 6: East South Central,CENS-D6,2016,2016,"Dec., 2016",2016/12,407
Division 6: East South Central,CENS-D6,2017,2017,"Jan., 2017",2017/01,415
Division 6: East South Central,CENS-D6,2017,2017,"Feb., 2017",2017/02,375
Division 6: East South Central,CENS-D6,2017,2017,"Mar., 2017",2017/03,445
Division 6: East South Central,CENS-D6,2017,2017,"Apr., 2017",2017/04,404
Division 6: East South Central,CENS-D6,2017,2017,"May, 2017",2017/05,369
Division 6: East South Central,CENS-D6,2017,2017,"Jun., 2017",2017/06,353
Division 6: East South Central,CENS-D6,2017,2017,"Jul., 2017",2017/07,358
Division 6: East South Central,CENS-D6,2017,2017,"Aug., 2017",2017/08,353
Division 6: East South Central,CENS-D6,2017,2017,"Sep., 2017",2017/09,358
Division 6: East South Central,CENS-D6,2017,2017,"Oct., 2017",2017/10,324
Division 6: East South Central,CENS-D6,2017,2017,"Nov., 2017",2017/11,361
Division 6: East South Central,CENS-D6,2017,2017,"Dec., 2017",2017/12,416
Division 6: East South Central,CENS-D6,2018,2018,"Jan., 2018",2018/01,325
Division 6: East South Central,CENS-D6,2018,2018,"Feb., 2018",2018/02,389
Division 6: East South Central,CENS-D6,2018,2018,"Mar., 2018",2018/03,359
Division 6: East South Central,CENS-D6,2018,2018,"Apr., 2018",2018/04,362
Division 6: East South Central,CENS-D6,2018,2018,"May, 2018",2018/05,353
Division 6: East South Central,CENS-D6,2018,2018,"Jun., 2018",2018/06,328
Division 6: East South Central,CENS-D6,2018,2018,"Jul., 2018",2018/07,371
Division 6: East South Central,CENS-D6,2018,2018,"Aug., 2018",2018/08,370
Division 6: East South Central,CENS-D6,2018,2018,"Sep., 2018",2018/09,349
Division 6: East South Central,CENS-D6,2018,2018,"Oct., 2018",2018/10,326
Division 6: East South Central,CENS-D6,2018,2018,"Nov., 2018",2018/11,336
Division 6: East South Central,CENS-D6,2018,2018,"Dec., 2018",2018/12,355
Division 6: East South Central,CENS-D6,2019,2019,"Jan., 2019",2019/01,353
Division 6: East South Central,CENS-D6,2019,2019,"Feb., 2019",2019/02,321
Division 6: East South Central,CENS-D6,2019,2019,"Mar., 2019",2019/03,408
Division 6: East South Central,CENS-D6,2019,2019,"Apr., 2019",2019/04,384
Division 6: East South Central,CENS-D6,2019,2019,"May, 2019",2019/05,391
Division 6: East South Central,CENS-D6,2019,2019,"Jun., 2019",2019/06,399
Division 6: East South Central,CENS-D6,2019,2019,"Jul., 2019",2019/07,396
Division 6: East South Central,CENS-D6,2019,2019,"Aug., 2019",2019/08,360
Division 6: East South Central,CENS-D6,2019,2019,"Sep., 2019",2019/09,363
Division 6: East South Central,CENS-D6,2019,2019,"Oct., 2019",2019/10,422
Division 6: East South Central,CENS-D6,2019,2019,"Nov., 2019",2019/11,410
Division 6: East South Central,CENS-D6,2019,2019,"Dec., 2019",2019/12,424
Division 7: West South Central,CENS-D7,2014,2014,"Jan., 2014",2014/01,389
Division 7: West South Central,CENS-D7,2014,2014,"Feb., 2014",2014/02,415
Division 7: West South Central,CENS-D7,2014,2014,"Mar., 2014",2014/03,402
Division 7: West South Central,CENS-D7,2014,2014,"Apr., 2014",2014/04,378
Division 7: West South Central,CENS-D7,2014,2014,"May, 2014",2014/05,377
Division 7: West South Central,CENS-D7,2014,2014,"Jun., 2014",2014/06,384
Division 7: West South Central,CENS-D7,2014,2014,"Jul., 2014",2014/07,339
Division 7: West South Central,CENS-D7,2014,2014,"Aug., 2014",2014/08,370
Division 7: West South Central,CENS-D7,2014,2014,"Sep., 2014",2014/09,362
Division 7: West South Central,CENS-D7,2014,2014,"Oct., 2014",2014/10,368
Division 7: West South Central,CENS-D7,2014,2014,"Nov., 2014",2014/11,363
Division 7: West South Central,CENS-D7,2014,2014,"Dec., 2014",2014/12,364
Division 7: West South Central,CENS-D7,2015,2015,"Jan., 2015",2015/01,386
Division 7: West South Central,CENS-D7,2015,2015,"Feb., 2015",2015/02,337
Division 7: West South Central,CENS-D7,2015,2015,"Mar., 2015",2015/03,445
Division 7: West South Central,CENS-D7,2015,2015,"Apr., 2015",2015/04,362
Division 7: West South Central,CENS-D7,2015,2015,"May, 2015",2015/05,394
Division 7: West South Central,CENS-D7,2015,2015,"Jun., 2015",2015/06,371
Division 7: West South Central,CENS-D7,2015,2015,"Jul., 2015",2015/07,409
Division 7: West South Central,CENS-D7,2015,2015,"Aug., 2015",2015/08,401
Division 7: West South Central,CENS-D7,2015,2015,"Sep., 2015",2015/09,391
Division 7: West South Central,CENS-D7,2015,2015,"Oct., 2015",2015/10,376
Division 7: West South Central,CENS-D7,2015,2015,"Nov., 2015",2015/11,340
Division 7: West South Central,CENS-D7,2015,2015,"Dec., 2015",2015/12,354
Division 7: West South Central,CENS-D7,2016,2016,"Jan., 2016",2016/01,396
Division 7: West South Central,CENS-D7,2016,2016,"Feb., 2016",2016/02,421
Division 7: West South Central,CENS-D7,2016,2016,"Mar., 2016",2016/03,417
Division 7: West South Central,CENS-D7,2016,2016,"Apr., 2016",2016/04,423
Division 7: West South Central,CENS-D7,2016,2016,"May, 2016",2016/05,440
Division 7: West South Central,CENS-D7,2016,2016,"Jun., 2016",2016/06,414
Division 7: West South Central,CENS-D7,2016,2016,"Jul., 2016",2016/07,474
Division 7: West South Central,CENS-D7,2016,2016,"Aug., 2016",2016/08,447
Division 7: West South Central,CENS-D7,2016,2016,"Sep., 2016",2016/09,411
Division 7: West South Central,CENS-D7,2016,2016,"Oct., 2016",2016/10,396
Division 7: West South Central,CENS-D7,2016,2016,"Nov., 2016",2016/11,380
Division 7: West South Central,CENS-D7,2016,2016,"Dec., 2016",2016/12,422
Division 7: West South Central,CENS-D7,2017,2017,"Jan., 2017",2017/01,434
Division 7: West South Central,CENS-D7,2017,2017,"Feb., 2017",2017/02,425
Division 7: West South Central,CENS-D7,2017,2017,"Mar., 2017",2017/03,444
Division 7: West South Central,CENS-D7,2017,2017,"Apr., 2017",2017/04,436
Division 7: West South Central,CENS-D7,2017,2017,"May, 2017",2017/05,453
Division 7: West South Central,CENS-D7,2017,2017,"Jun., 2017",2017/06,452
Division 7: West South Central,CENS-D7,2017,2017,"Jul., 2017",2017/07,498
Division 7: West South Central,CENS-D7,2017,2017,"Aug., 2017",2017/08,413
Division 7: West South Central,CENS-D7,2017,2017,"Sep., 2017",2017/09,431
Division 7: West South Central,CENS-D7,2017,2017,"Oct., 2017",2017/10,387
Division 7: West South Central,CENS-D7,2017,2017,"Nov., 2017",2017/11,469
Division 7: West South Central,CENS-D7,2017,2017,"Dec., 2017",2017/12,476
Division 7: West South Central,CENS-D7,2018,2018,"Jan., 2018",2018/01,454
Division 7: West South Central,CENS-D7,2018,2018,"Feb., 2018",2018/02,430
Division 7: West South Central,CENS-D7,2018,2018,"Mar., 2018",2018/03,458
Division 7: West South Central,CENS-D7,2018,2018,"Apr., 2018",2018/04,432
Division 7: West South Central,CENS-D7,2018,2018,"May, 2018",2018/05,479
Division 7: West South Central,CENS-D7,2018,2018,"Jun., 2018",2018/06,480
Division 7: West South Central,CENS-D7,2018,2018,"Jul., 2018",2018/07,461
Division 7: West South Central,CENS-D7,2018,2018,"Aug., 2018",2018/08,474
Division 7: West South Central,CENS-D7,2018,2018,"Sep., 2018",2018/09,431
Division 7: West South Central,CENS-D7,2018,2018,"Oct., 2018",2018/10,402
Division 7: West South Central,CENS-D7,2018,2018,"Nov., 2018",2018/11,405
Division 7: West South Central,CENS-D7,2018,2018,"Dec., 2018",2018/12,399
Division 7: West South Central,CENS-D7,2019,2019,"Jan., 2019",2019/01,417
Division 7: West South Central,CENS-D7,2019,2019,"Feb., 2019",2019/02,364
Division 7: West South Central,CENS-D7,2019,2019,"Mar., 2019",2019/03,433
Division 7: West South Central,CENS-D7,2019,2019,"Apr., 2019",2019/04,426
Division 7: West South Central,CENS-D7,2019,2019,"May, 2019",2019/05,463
Division 7: West South Central,CENS-D7,2019,2019,"Jun., 2019",2019/06,424
Division 7: West South Central,CENS-D7,2019,2019,"Jul., 2019",2019/07,459
Division 7: West South Central,CENS-D7,2019,2019,"Aug., 2019",2019/08,499
Division 7: West South Central,CENS-D7,2019,2019,"Sep., 2019",2019/09,443
Division 7: West South Central,CENS-D7,2019,2019,"Oct., 2019",2019/10,500
Division 7: West South Central,CENS-D7,2019,2019,"Nov., 2019",2019/11,507
Division 7: West South Central,CENS-D7,2019,2019,"Dec., 2019",2019/12,501
Division 8: Mountain,CENS-D8,2014,2014,"Jan., 2014",2014/01,359
Division 8: Mountain,CENS-D8,2014,2014,"Feb., 2014",2014/02,342
Division 8: Mountain,CENS-D8,2014,2014,"Mar., 2014",2014/03,351
Division 8: Mountain,CENS-D8,2014,2014,"Apr., 2014",2014/04,348
Division 8: Mountain,CENS-D8,2014,2014,"May, 2014",2014/05,382
Division 8: Mountain,CENS-D8,2014,2014,"Jun., 2014",2014/06,335
Division 8: Mountain,CENS-D8,2014,2014,"Jul., 2014",2014/07,373
Division 8: Mountain,CENS-D8,2014,2014,"Aug., 2014",2014/08,355
Division 8: Mountain,CENS-D8,2014,2014,"Sep., 2014",2014/09,367
Division 8: Mountain,CENS-D8,2014,2014,"Oct., 2014",2014/10,324
Division 8: Mountain,CENS-D8,2014,2014,"Nov., 2014",2014/11,378
Division 8: Mountain,CENS-D8,2014,2014,"Dec., 2014",2014/12,337
Division 8: Mountain,CENS-D8,2015,2015,"Jan., 2015",2015/01,356
Division 8: Mountain,CENS-D8,2015,2015,"Feb., 2015",2015/02,326
Division 8: Mountain,CENS-D8,2015,2015,"Mar., 2015",2015/03,374
Division 8: Mountain,CENS-D8,2015,2015,"Apr., 2015",2015/04,370
Division 8: Mountain,CENS-D8,2015,2015,"May, 2015",2015/05,359
Division 8: Mountain,CENS-D8,2015,2015,"Jun., 2015",2015/06,360
Division 8: Mountain,CENS-D8,2015,2015,"Jul., 2015",2015/07,354
Division 8: Mountain,CENS-D8,2015,2015,"Aug., 2015",2015/08,404
Division 8: Mountain,CENS-D8,2015,2015,"Sep., 2015",2015/09,365
Division 8: Mountain,CENS-D8,2015,2015,"Oct., 2015",2015/10,368
Division 8: Mountain,CENS-D8,2015,2015,"Nov., 2015",2015/11,365
Division 8: Mountain,CENS-D8,2015,2015,"Dec., 2015",2015/12,360
Division 8: Mountain,CENS-D8,2016,2016,"Jan., 2016",2016/01,376
Division 8: Mountain,CENS-D8,2016,2016,"Feb., 2016",2016/02,371
Division 8: Mountain,CENS-D8,2016,2016,"Mar., 2016",2016/03,425
Division 8: Mountain,CENS-D8,2016,2016,"Apr., 2016",2016/04,369
Division 8: Mountain,CENS-D8,2016,2016,"May, 2016",2016/05,388
Division 8: Mountain,CENS-D8,2016,2016,"Jun., 2016",2016/06,418
Division 8: Mountain,CENS-D8,2016,2016,"Jul., 2016",2016/07,442
Division 8: Mountain,CENS-D8,2016,2016,"Aug., 2016",2016/08,419
Division 8: Mountain,CENS-D8,2016,2016,"Sep., 2016",2016/09,321
Division 8: Mountain,CENS-D8,2016,2016,"Oct., 2016",2016/10,380
Division 8: Mountain,CENS-D8,2016,2016,"Nov., 2016",2016/11,352
Division 8: Mountain,CENS-D8,2016,2016,"Dec., 2016",2016/12,324
Division 8: Mountain,CENS-D8,2017,2017,"Jan., 2017",2017/01,415
Division 8: Mountain,CENS-D8,2017,2017,"Feb., 2017",2017/02,347
Division 8: Mountain,CENS-D8,2017,2017,"Mar., 2017",2017/03,409
Division 8: Mountain,CENS-D8,2017,2017,"Apr., 2017",2017/04,387
Division 8: Mountain,CENS-D8,2017,2017,"May, 2017",2017/05,421
Division 8: Mountain,CENS-D8,2017,2017,"Jun., 2017",2017/06,426
Division 8: Mountain,CENS-D8,2017,2017,"Jul., 2017",2017/07,464
Division 8: Mountain,CENS-D8,2017,2017,"Aug., 2017",2017/08,421
Division 8: Mountain,CENS-D8,2017,2017,"Sep., 2017",2017/09,351
Division 8: Mountain,CENS-D8,2017,2017,"Oct., 2017",2017/10,406
Division 8: Mountain,CENS-D8,2017,2017,"Nov., 2017",2017/11,378
Division 8: Mountain,CENS-D8,2017,2017,"Dec., 2017",2017/12,365
Division 8: Mountain,CENS-D8,2018,2018,"Jan., 2018",2018/01,422
Division 8: Mountain,CENS-D8,2018,2018,"Feb., 2018",2018/02,364
Division 8: Mountain,CENS-D8,2018,2018,"Mar., 2018",2018/03,423
Division 8: Mountain,CENS-D8,2018,2018,"Apr., 2018",2018/04,392
Division 8: Mountain,CENS-D8,2018,2018,"May, 2018",2018/05,420
Division 8: Mountain,CENS-D8,2018,2018,"Jun., 2018",2018/06,447
Division 8: Mountain,CENS-D8,2018,2018,"Jul., 2018",2018/07,512
Division 8: Mountain,CENS-D8,2018,2018,"Aug., 2018",2018/08,464
Division 8: Mountain,CENS-D8,2018,2018,"Sep., 2018",2018/09,345
Division 8: Mountain,CENS-D8,2018,2018,"Oct., 2018",2018/10,365
Division 8: Mountain,CENS-D8,2018,2018,"Nov., 2018",2018/11,363
Division 8: Mountain,CENS-D8,2018,2018,"Dec., 2018",2018/12,438
Division 8: Mountain,CENS-D8,2019,2019,"Jan., 2019",2019/01,411
Division 8: Mountain,CENS-D8,2019,2019,"Feb., 2019",2019/02,391
Division 8: Mountain,CENS-D8,2019,2019,"Mar., 2019",2019/03,419
Division 8: Mountain,CENS-D8,2019,2019,"Apr., 2019",2019/04,406
Division 8: Mountain,CENS-D8,2019,2019,"May, 2019",2019/05,415
Division 8: Mountain,CENS-D8,2019,2019,"Jun., 2019",2019/06,432
Division 8: Mountain,CENS-D8,2019,2019,"Jul., 2019",2019/07,532
Division 8: Mountain,CENS-D8,2019,2019,"Aug., 2019",2019/08,452
Division 8: Mountain,CENS-D8,2019,2019,"Sep., 2019",2019/09,459
Division 8: Mountain,CENS-D8,2019,2019,"Oct., 2019",2019/10,447
Division 8: Mountain,CENS-D8,2019,2019,"Nov., 2019",2019/11,436
Division 8: Mountain,CENS-D8,2019,2019,"Dec., 2019",2019/12,490
Division 9: Pacific,CENS-D9,2014,2014,"Jan., 2014",2014/01,537
Division 9: Pacific,CENS-D9,2014,2014,"Feb., 2014",2014/02,512
Division 9: Pacific,CENS-D9,2014,2014,"Mar., 2014",2014/03,556
Division 9: Pacific,CENS-D9,2014,2014,"Apr., 2014",2014/04,516
Division 9: Pacific,CENS-D9,2014,2014,"May, 2014",2014/05,579
Division 9: Pacific,CENS-D9,2014,2014,"Jun., 2014",2014/06,531
Division 9: Pacific,CENS-D9,2014,2014,"Jul., 2014",2014/07,562
Division 9: Pacific,CENS-D9,2014,2014,"Aug., 2014",2014/08,528
Division 9: Pacific,CENS-D9,2014,2014,"Sep., 2014",2014/09,467
Division 9: Pacific,CENS-D9,2014,2014,"Oct., 2014",2014/10,505
Division 9: Pacific,CENS-D9,2014,2014,"Nov., 2014",2014/11,525
Division 9: Pacific,CENS-D9,2014,2014,"Dec., 2014",2014/12,485
Division 9: Pacific,CENS-D9,2015,2015,"Jan., 2015",2015/01,568
Division 9: Pacific,CENS-D9,2015,2015,"Feb., 2015",2015/02,523
Division 9: Pacific,CENS-D9,2015,2015,"Mar., 2015",2015/03,552
Division 9: Pacific,CENS-D9,2015,2015,"Apr., 2015",2015/04,534
Division 9: Pacific,CENS-D9,2015,2015,"May, 2015",2015/05,549
Division 9: Pacific,CENS-D9,2015,2015,"Jun., 2015",2015/06,539
Division 9: Pacific,CENS-D9,2015,2015,"Jul., 2015",2015/07,596
Division 9: Pacific,CENS-D9,2015,2015,"Aug., 2015",2015/08,570
Division 9: Pacific,CENS-D9,2015,2015,"Sep., 2015",2015/09,577
Division 9: Pacific,CENS-D9,2015,2015,"Oct., 2015",2015/10,542
Division 9: Pacific,CENS-D9,2015,2015,"Nov., 2015",2015/11,500
Division 9: Pacific,CENS-D9,2015,2015,"Dec., 2015",2015/12,499
Division 9: Pacific,CENS-D9,2016,2016,"Jan., 2016",2016/01,573
Division 9: Pacific,CENS-D9,2016,2016,"Feb., 2016",2016/02,539
Division 9: Pacific,CENS-D9,2016,2016,"Mar., 2016",2016/03,581
Division 9: Pacific,CENS-D9,2016,2016,"Apr., 2016",2016/04,606
Division 9: Pacific,CENS-D9,2016,2016,"May, 2016",2016/05,589
Division 9: Pacific,CENS-D9,2016,2016,"Jun., 2016",2016/06,567
Division 9: Pacific,CENS-D9,2016,2016,"Jul., 2016",2016/07,580
Division 9: Pacific,CENS-D9,2016,2016,"Aug., 2016",2016/08,550
Division 9: Pacific,CENS-D9,2016,2016,"Sep., 2016",2016/09,464
Division 9: Pacific,CENS-D9,2016,2016,"Oct., 2016",2016/10,465
Division 9: Pacific,CENS-D9,2016,2016,"Nov., 2016",2016/11,516
Division 9: Pacific,CENS-D9,2016,2016,"Dec., 2016",2016/12,551
Division 9: Pacific,CENS-D9,2017,2017,"Jan., 2017",2017/01,576
Division 9: Pacific,CENS-D9,2017,2017,"Feb., 2017",2017/02,490
Division 9: Pacific,CENS-D9,2017,2017,"Mar., 2017",2017/03,571
Division 9: Pacific,CENS-D9,2017,2017,"Apr., 2017",2017/04,565
Division 9: Pacific,CENS-D9,2017,2017,"May, 2017",2017/05,639
Division 9: Pacific,CENS-D9,2017,2017,"Jun., 2017",2017/06,575
Division 9: Pacific,CENS-D9,2017,2017,"Jul., 2017",2017/07,647
Division 9: Pacific,CENS-D9,2017,2017,"Aug., 2017",2017/08,609
Division 9: Pacific,CENS-D9,2017,2017,"Sep., 2017",2017/09,587
Division 9: Pacific,CENS-D9,2017,2017,"Oct., 2017",2017/10,592
Division 9: Pacific,CENS-D9,2017,2017,"Nov., 2017",2017/11,521
Division 9: Pacific,CENS-D9,2017,2017,"Dec., 2017",2017/12,545
Division 9: Pacific,CENS-D9,2018,2018,"Jan., 2018",2018/01,656
Division 9: Pacific,CENS-D9,2018,2018,"Feb., 2018",2018/02,570
Division 9: Pacific,CENS-D9,2018,2018,"Mar., 2018",2018/03,614
Division 9: Pacific,CENS-D9,2018,2018,"Apr., 2018",2018/04,602
Division 9: Pacific,CENS-D9,2018,2018,"May, 2018",2018/05,576
Division 9: Pacific,CENS-D9,2018,2018,"Jun., 2018",2018/06,640
Division 9: Pacific,CENS-D9,2018,2018,"Jul., 2018",2018/07,635
Division 9: Pacific,CENS-D9,2018,2018,"Aug., 2018",2018/08,655
Division 9: Pacific,CENS-D9,2018,2018,"Sep., 2018",2018/09,646
Division 9: Pacific,CENS-D9,2018,2018,"Oct., 2018",2018/10,609
Division 9: Pacific,CENS-D9,2018,2018,"Nov., 2018",2018/11,548
Division 9: Pacific,CENS-D9,2018,2018,"Dec., 2018",2018/12,631
Division 9: Pacific,CENS-D9,2019,2019,"Jan., 2019",2019/01,685
Division 9: Pacific,CENS-D9,2019,2019,"Feb., 2019",2019/02,644
Division 9: Pacific,CENS-D9,2019,2019,"Mar., 2019",2019/03,703
Division 9: Pacific,CENS-D9,2019,2019,"Apr., 2019",2019/04,660
Division 9: Pacific,CENS-D9,2019,2019,"May, 2019",2019/05,677
Division 9: Pacific,CENS-D9,2019,2019,"Jun., 2019",2019/06,746
Division 9: Pacific,CENS-D9,2019,2019,"Jul., 2019",2019/07,718
Division 9: Pacific,CENS-D9,2019,2019,"Aug., 2019",2019/08,778
Division 9: Pacific,CENS-D9,2019,2019,"Sep., 2019",2019/09,712
Division 9: Pacific,CENS-D9,2019,2019,"Oct., 2019",2019/10,679
Division 9: Pacific,CENS-D9,2019,2019,"Nov., 2019",2019/11,715
Division 9: Pacific,CENS-D9,2019,2019,"Dec., 2019",2019/12,729
